Country,Month,Reported cases of acute respiratory infections,Reported cases of severe acute respiratory infections,Reported cases of influenza-like illnesses,Reported deaths caused by severe acute respiratory infections,Reported cases of influenza-like illness per thousand outpatients,Reported cases of severe acute respiratory illness per thousand outpatients,A H1N12009 - Sentinel surveillance,A H1N12009 - Non-sentinel surveillance,A H1N12009 - Undefined surveillance,A H1N12009 - All types of surveillance,A H1 - Sentinel surveillance,A H1 - Non-sentinel surveillance,A H1 - Undefined surveillance,A H1 - All types of surveillance,A H3 - Sentinel surveillance,A H3 - Non-sentinel surveillance,A H3 - Undefined surveillance,A H3 - All types of surveillance,A H5 - Sentinel surveillance,A H5 - Non-sentinel surveillance,A H5 - Undefined surveillance,A H5 - All types of surveillance,A H7N9 - Sentinel surveillance,A H7N9 - Non-sentinel surveillance,A H7N9 - Undefined surveillance,A H7N9 - All types of surveillance,A (unknown subtype) - Sentinel surveillance,A (unknown subtype) - Non-sentinel surveillance,A (unknown subtype) - Undefined surveillance,A (unknown subtype) - All types of surveillance,Influenza A - Sentinel surveillance,Influenza A - Non-sentinel surveillance,Influenza A - Undefined surveillance,Influenza A - All types of surveillance,B Yamagata - Sentinel surveillance,B Yamagata - Non-sentinel surveillance,B Yamagata - Undefined surveillance,B Yamagata - All types of surveillance,B Victoria - Sentinel surveillance,B Victoria - Non-sentinel surveillance,B Victoria - Undefined surveillance,B Victoria - All types of surveillance,B (unknown lineage)  - Sentinel surveillance,B (unknown lineage) - Non-sentinel surveillance,B (unknown lineage) - Undefined surveillance,B (unknown lineage) - All types of surveillance,Influenza B - Sentinel surveillance,Influenza B - Non-sentinel surveillance,Influenza B - Undefined surveillance,Influenza B - All types of surveillance,All strains - Sentinel surveillance,All strains - Non-sentinel surveillance,All strains - Undefined surveillance,All strains - All types of surveillance,Sentinel surveillance,Non-sentinel surveillance,Undefined surveillance,All types of surveillance,Share of positive tests - Sentinel surveillance,Share of positive tests - Non-sentinel surveillance,Share of positive tests - Undefined surveillance,Share of positive tests - All types of surveillance,A H1N12009,A H1,A H3,A H5,A H7N9,A (unknown subtype),All Influenza A,B Victoria,B Yamagata,B (unknown lineage),All Influenza B,A H1N12009,A H1,A H3,A H5,A H7N9,A (unknown subtype),All Influenza A,B Victoria,B Yamagata,B (unknown lineage),All Influenza B,A H1N12009,A H1,A H3,A H5,A H7N9,A (unknown subtype),All Influenza A,B Victoria,B Yamagata,B (unknown lineage),All Influenza B,A H1N12009,A H1,A H3,A H5,A H7N9,A (unknown subtype) ,All Influenza A,B Victoria,B Yamagata,B (unknown lineage),All Influenza B,reported_sari_icu,outpatients_ari,outpatientssari,outpatients_ili,outpatientssari_deaths,outpatientssari_icu,inpatientsari,inpatients_sari,inpatientsili,inpatientssari_deaths,inpatients_sari_icu,spec_processed_nbnonsentinel,spec_processed_nbnotdefined,spec_processed_nbsentinel,spec_received_nbnonsentinel,spec_received_nbnotdefined,spec_received_nbsentinel,spec_processed_nbcombined,spec_received_nbcombined,ari_cases_per_thousand_outpatients
United States,2009-01-01,,,,,,,,,,,,,1266,1266,,,173,173,,,,,,,,,,,2327,2327,,,3766,3766,,,,,,,,,,,751,751,,,751,751,,,4517,4517,,,,,,,13.755905151367188,13.755905151367188,0,1266,173,0,0,2327,,0,0,751,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,1266,173,0,0,2327,,0,0,751,,,,,,,,,,,,,,31459.0,,,31459,,31459.0,31459,
United States,2009-02-01,,,,,,,,,,,,,3034,3034,,,245,245,,,,,,,,,,,4823,4823,,,8102,8102,,,,,,,,,,,3711,3711,,,3711,3711,,,11813,11813,,,,,,,24.47031021118164,24.47031021118164,0,3034,245,0,0,4823,,0,0,3711,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,3034,245,0,0,4823,,0,0,3711,,,,,,,,,,,,,,48250.0,,,48250,,48250.0,48250,
United States,2009-03-01,,,,,,,,,,,,,1664,1664,,,266,266,,,,,,,,,,,2443,2443,,,4373,4373,,,,,,,,,,,4253,4253,,,4253,4253,,,8626,8626,,,,,,,19.426814842224122,19.426814842224122,0,1664,266,0,0,2443,,0,0,4253,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,1664,266,0,0,2443,,0,0,4253,,,,,,,,,,,,,,42685.0,,,42685,,42685.0,42685,
United States,2009-04-01,,,,,,,,,1513,1513,,,851,851,,,950,950,,,,,,,,,,,780,780,,,4094,4094,,,,,,,,,,,1369,1369,,,1369,1369,,,5463,5463,,,,,,,9.182134628295898,9.182134628295898,1513,851,950,0,0,780,,0,0,1369,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1513,851,950,0,0,780,,0,0,1369,,,,,,,,,,,,,,49462.0,,,49462,,49462.0,49462,
United States,2009-05-01,,,,,,,,,9816,9816,,,740,740,,,1486,1486,,,,,,,,,,,3078,3078,,,15120,15120,,,,,,,,,,,759,759,,,759,759,,,15879,15879,,,,,,,22.54689383506775,22.54689383506775,9816,740,1486,0,0,3078,,0,0,759,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,9816,740,1486,0,0,3078,,0,0,759,,,,,,,,,,,,,,78115.0,,,78115,,78115.0,78115,
United States,2009-06-01,,,,,,,,,17518,17518,,,161,161,,,1012,1012,,,,,,,,,,,5102,5102,,,23793,23793,,,,,,,,,,,64,64,,,64,64,,,23857,23857,,,,,,,37.71618995666504,37.71618995666504,17518,161,1012,0,0,5102,,0,0,64,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,17518,161,1012,0,0,5102,,0,0,64,,,,,,,,,,,,,,62617.0,,,62617,,62617.0,62617,
United States,2009-07-01,,,,,,,,,8412,8412,,,56,56,,,95,95,,,,,,,,,,,2327,2327,,,10890,10890,,,,,,,,,,,18,18,,,18,18,,,10908,10908,,,,,,,29.426730155944824,29.426730155944824,8412,56,95,0,0,2327,,0,0,18,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,8412,56,95,0,0,2327,,0,0,18,,,,,,,,,,,,,,36965.0,,,36965,,36965.0,36965,
United States,2009-08-01,,,,,,,,,7430,7430,,,33,33,,,56,56,,,0,0,,,,,,,3224,3224,,,10743,10743,,,,,,,,,,,27,27,,,27,27,,,10770,10770,,,,,,,21.56333236694336,21.56333236694336,7430,33,56,0,0,3224,,0,0,27,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,7430,33,56,0,0,3224,,0,0,27,,,,,,,,,,,,,,50399.0,,,50399,,50399.0,50399,
United States,2009-09-01,,,47303,,55.383056640625,,,,11616,11616,,,14,14,,,22,22,,,0,0,,,,,,,6756,6756,,,18408,18408,,,,,,,,,,,51,51,,,51,51,,,18459,18459,,,,,,,24.278789520263672,24.278789520263672,11616,14,22,0,0,6756,,0,0,51,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,11616,14,22,0,0,6756,,0,0,51,,,,,854106.0,,,,,,,,,75630.0,,,75630,,75630.0,75630,
United States,2009-10-01,,,242433,,68.14910888671875,,,,32221,32221,,,6,6,,,6,6,,,0,0,,,,,,,8609,8609,,,40842,40842,,,,,,,,,,,86,86,,,86,86,,,40928,40928,,,,,,,35.90960693359375,35.90960693359375,32221,6,6,0,0,8609,,0,0,86,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,32221,6,6,0,0,8609,,0,0,86,,,,,3554855.0,,,,,,,,,113460.0,,,113460,,113460.0,113460,
United States,2009-11-01,,,136597,,34.18608131408691,,,,15830,15830,,,7,7,,,7,7,,,0,0,,,,,,,4110,4110,,,19954,19954,,,,,,,,,,,68,68,,,68,68,,,20022,20022,,,,,,,20.100505065917968,20.100505065917968,15830,7,7,0,0,4110,,0,0,68,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,15830,7,7,0,0,4110,,0,0,68,,,,,3964012.0,,,,,,,,,90956.0,,,90956,,90956.0,90956,
United States,2009-12-01,,,46469,,19.103232860565186,,,,1626,1626,,,4,4,,,7,7,,,0,0,,,,,,,626,626,,,2263,2263,,,,,,,,,,,20,20,,,20,20,,,2283,2283,,,,,,,5.662191390991211,5.662191390991211,1626,4,7,0,0,626,,0,0,20,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1626,4,7,0,0,626,,0,0,20,,,,,1840239.0,,,,,,,,,39559.0,,,39559,,39559.0,39559,
United States,2010-01-01,,,57471,,18.909245491027832,,,,1112,1112,,,,,,,6,6,,,0,0,,,,,,,460,460,,,1579,1579,,,,,,,,,,,32,32,,,32,32,,,1611,1611,,,,,,,4.555065631866455,4.555065631866455,1112,0,6,0,0,460,,0,0,32,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1112,0,6,0,0,460,,0,0,32,,,,,3041444.0,,,,,,,,,35526.0,,,35526,,35526.0,35526,
United States,2010-02-01,,,62235,,20.1530818939209,,,,1104,1104,,,,,,,1,1,,,0,0,,,,,,,440,440,,,1545,1545,,,,,,,,,,,24,24,,,24,24,,,1569,1569,,,,,,,4.711836338043213,4.711836338043213,1104,0,1,0,0,440,,0,0,24,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1104,0,1,0,0,440,,0,0,24,,,,,3088216.0,,,,,,,,,33324.0,,,33324,,33324.0,33324,
United States,2010-03-01,,,63738,,16.834790420532226,,,,1301,1301,,,,,,,3,3,,,0,0,,,,,,,413,413,,,1717,1717,,,,,,,,,,,37,37,,,37,37,,,1754,1754,,,,,,,5.278883266448974,5.278883266448974,1301,0,3,0,0,413,,0,0,37,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1301,0,3,0,0,413,,0,0,37,,,,,3774607.0,,,,,,,,,32575.0,,,32575,,32575.0,32575,
United States,2010-04-01,,,33945,,11.665259599685669,,,,185,185,,,,,,,4,4,,,0,0,,,,,,,90,90,,,279,279,,,,,,,,,,,16,16,,,16,16,,,295,295,,,,,,,1.7768950164318085,1.7768950164318085,185,0,4,0,0,90,,0,0,16,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,185,0,4,0,0,90,,0,0,16,,,,,2910125.0,,,,,,,,,16130.0,,,16130,,16130.0,16130,
United States,2010-05-01,,,36295,,11.24717845916748,,,,36,36,,,,,,,4,4,,,0,0,,,,,,,41,41,,,81,81,,,,,,,,,,,11,11,,,11,11,,,92,92,,,,,,,0.6420743286609649,0.6420743286609649,36,0,4,0,0,41,,0,0,11,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,36,0,4,0,0,41,,0,0,11,,,,,3230716.0,,,,,,,,,13815.0,,,13815,,13815.0,13815,
United States,2010-06-01,,,20658,,9.058618545532227,,,,6,6,,,,,,,10,10,,,0,0,,,,,,,13,13,,,29,29,,,,,,,,,,,8,8,,,8,8,,,37,37,,,,,,,0.4577667787671089,0.4577667787671089,6,0,10,0,0,13,,0,0,8,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,6,0,10,0,0,13,,0,0,8,,,,,2277424.0,,,,,,,,,8088.0,,,8088,,8088.0,8088,
United States,2010-07-01,,,16199,,7.813714385032654,,,,4,4,,,,,,,24,24,,,0,0,,,,,,,11,11,,,39,39,,,,,,,,,,,11,11,,,11,11,,,50,50,,,,,,,0.7443201430141926,0.7443201430141926,4,0,24,0,0,11,,0,0,11,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,4,0,24,0,0,11,,0,0,11,,,,,2074495.0,,,,,,,,,6606.0,,,6552,,6606.0,6552,
United States,2010-08-01,,,18203,,8.005458450317382,,,,33,33,,,,,,,58,58,,,0,0,,,,,,,31,31,,,122,122,,,,,,,,,,,29,29,,,29,29,,,151,151,,,,,,,1.5988110780715943,1.5988110780715943,33,0,58,0,0,31,,0,0,29,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,33,0,58,0,0,31,,0,0,29,,,,,2279275.0,,,,,,,,,9360.0,,,9360,,9360.0,9360,
United States,2010-09-01,,,0,,0,,,,16,16,,,,,,,91,91,,,0,0,,,,,,,70,70,,,177,177,,,,,,,,,,,62,62,,,62,62,,,239,239,,,,,,,2.147255837917328,2.147255837917328,16,0,91,0,0,70,,0,0,62,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,16,0,91,0,0,70,,0,0,62,,,,,0.0,,,,,,,,,11099.0,,,11099,,11099.0,11099,
United States,2010-10-01,,,0,,0,,,,41,41,,,,,,,143,143,,,0,0,,,,,,,173,173,,,357,357,,,,,,,,,,,157,157,,,157,157,,,514,514,,,,,,,3.0942644476890564,3.0942644476890564,41,0,143,0,0,173,,0,0,157,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,41,0,143,0,0,173,,0,0,157,,,,,0.0,,,,,,,,,16414.0,,,16414,,16414.0,16414,
United States,2010-11-01,,,0,,0,,,,95,95,,,,,,,594,594,,,0,0,,,,,,,563,563,,,1252,1252,,,,,,,,,,,1035,1035,,,1035,1035,,,2287,2287,,,,,,,8.064445114135742,8.064445114135742,95,0,594,0,0,563,,0,0,1035,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,95,0,594,0,0,563,,0,0,1035,,,,,0.0,,,,,,,,,27890.0,,,27890,,27890.0,27890,
United States,2010-12-01,,,0,,0,,,,417,417,,,,,,,2679,2679,,,0,0,,,,,,,1392,1392,,,4488,4488,,,,,,,,,,,2166,2166,,,2166,2166,,,6654,6654,,,,,,,20.853474855422974,20.853474855422974,417,0,2679,0,0,1392,,0,0,2166,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,417,0,2679,0,0,1392,,0,0,2166,,,,,0.0,,,,,,,,,30993.0,,,30993,,30993.0,30993,
United States,2011-01-01,,,133061,,34.971984481811525,,,,3923,3923,,,,,,,6688,6688,,,0,0,,,,,,,4134,4134,,,14745,14745,,,,,,,,,,,4009,4009,,,4009,4009,,,18754,18754,,,,,,,31.60598487854004,31.60598487854004,3923,0,6688,0,0,4134,,0,0,4009,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,3923,0,6688,0,0,4134,,0,0,4009,,,,,3783759.0,,,,,,,,,58663.0,,,58663,,58663.0,58663,
United States,2011-02-01,,,126837,,39.10553216934204,,,,4709,4709,,,,,,,5172,5172,,,0,0,,,,,,,4466,4466,,,14347,14347,,,,,,,,,,,4647,4647,,,4647,4647,,,18994,18994,,,,,,,32.2625527381897,32.2625527381897,4709,0,5172,0,0,4466,,0,0,4647,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,4709,0,5172,0,0,4466,,0,0,4647,,,,,3235396.0,,,,,,,,,58470.0,,,58470,,58470.0,58470,
United States,2011-03-01,,,64486,,21.80964231491089,,,,1519,1519,,,,,,,2056,2056,,,0,0,,,,,,,1346,1346,,,4921,4921,,,,,,,,,,,1935,1935,,,1935,1935,,,6856,6856,,,,,,,18.128466844558716,18.128466844558716,1519,0,2056,0,0,1346,,0,0,1935,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1519,0,2056,0,0,1346,,0,0,1935,,,,,2951996.0,,,,,,,,,36370.0,,,36370,,36370.0,36370,
United States,2011-04-01,,,37363,,13.501991510391235,,,,172,172,,,,,,,419,419,,,0,0,,,,,,,208,208,,,799,799,,,,,,,,,,,541,541,,,541,541,,,1340,1340,,,,,,,6.231082797050476,6.231082797050476,172,0,419,0,0,208,,0,0,541,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,172,0,419,0,0,208,,0,0,541,,,,,2758112.0,,,,,,,,,19877.0,,,19877,,19877.0,19877,
United States,2011-05-01,,,33053,,10.873521041870116,,,,16,16,,,,,,,38,38,,,0,0,,,,,,,37,37,,,91,91,,,,,,,,,,,56,56,,,56,56,,,147,147,,,,,,,1.0270967960357666,1.0270967960357666,16,0,38,0,0,37,,0,0,56,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,16,0,38,0,0,37,,0,0,56,,,,,3039704.0,,,,,,,,,13368.0,,,13368,,13368.0,13368,
United States,2011-06-01,,,19044,,8.906672954559326,,,,4,4,,,,,,,1,1,,,0,0,,,,,,,8,8,,,13,13,,,,,,,,,,,7,7,,,7,7,,,20,20,,,,,,,0.2937995381653309,0.2937995381653309,4,0,1,0,0,8,,0,0,7,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,4,0,1,0,0,8,,0,0,7,,,,,2132372.0,,,,,,,,,6764.0,,,6764,,6764.0,6764,
United States,2011-07-01,,,14830,,7.3754754066467285,,,,2,2,,,,,,,7,7,,,0,0,,,,,,,3,3,,,12,12,,,,,,,,,,,10,10,,,10,10,,,22,22,,,,,,,0.4296460300683975,0.4296460300683975,2,0,7,0,0,3,,0,0,10,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,2,0,7,0,0,3,,0,0,10,,,,,2018552.0,,,,,,,,,5057.0,,,5057,,5057.0,5057,
United States,2011-08-01,,,19674,,7.471421909332276,,,,7,7,,,,,,,17,17,,,0,0,,,,,,,31,31,,,55,55,,,,,,,,,,,13,13,,,13,13,,,68,68,,,,,,,0.9598559379577637,0.9598559379577637,7,0,17,0,0,31,,0,0,13,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,7,0,17,0,0,31,,0,0,13,,,,,2623138.0,,,,,,,,,7050.0,,,7050,,7050.0,7050,
United States,2011-09-01,,,22443,,9.995989799499512,,,,2,2,,,,,,,23,23,,,0,0,,,,,,,37,37,,,62,62,,,,,,,,,,,16,16,,,16,16,,,78,78,,,,,,,0.9688279032707214,0.9688279032707214,2,0,23,0,0,37,,0,0,16,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,2,0,23,0,0,37,,0,0,16,,,,,2238695.0,,,,,,,,,7966.0,,,7966,,7966.0,7966,
United States,2011-10-01,,,50824,,12.893168640136718,,,,6,6,,,,,,,62,62,,,0,0,,,,,,,47,47,,,115,115,,,,,,,,,,,46,46,,,46,46,,,161,161,,,,,,,0.9042640209197998,0.9042640209197998,6,0,62,0,0,47,,0,0,46,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,6,0,62,0,0,47,,0,0,46,,,,,3942229.0,,,,,,,,,17694.0,,,17694,,17694.0,17694,
United States,2011-11-01,,,45099,,15.013574600219727,,,,7,7,,,,,,,85,85,,,0,0,,,,,,,85,85,,,177,177,,,,,,,,,,,63,63,,,63,63,,,240,240,,,,,,,1.3808594793081284,1.3808594793081284,7,0,85,0,0,85,,0,0,63,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,7,0,85,0,0,85,,0,0,63,,,,,3018520.0,,,,,,,,,17465.0,,,17465,,17465.0,17465,
United States,2011-12-01,,,47676,,17.863420009613037,,,,20,20,,,,,,,327,327,,,0,0,,,,,,,175,175,,,522,522,,,,,,,,,,,80,80,,,80,80,,,602,602,,,,,,,3.0158668160438538,3.0158668160438538,20,0,327,0,0,175,,0,0,80,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,20,0,327,0,0,175,,0,0,80,,,,,2699090.0,,,,,,,,,19838.0,,,19838,,19838.0,19838,
United States,2012-01-01,,,63208,,17.005342864990233,,,,305,305,,,,,,,1055,1055,,,0,0,,,,,,,357,357,,,1717,1717,,,,,,,,,,,125,125,,,125,125,,,1842,1842,,,,,,,6.550359487533569,6.550359487533569,305,0,1055,0,0,357,,0,0,125,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,305,0,1055,0,0,357,,0,0,125,,,,,3716593.0,,,,,,,,,27730.0,,,27730,,27730.0,27730,
United States,2012-02-01,,,63243,,20.185805797576904,,,,1122,1122,,,,,,,2601,2601,,,0,0,,,,,,,1132,1132,,,4855,4855,,,,,,,,,,,306,306,,,306,306,,,5161,5161,,,,,,,17.97657299041748,17.97657299041748,1122,0,2601,0,0,1132,,0,0,306,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1122,0,2601,0,0,1132,,0,0,306,,,,,3133789.0,,,,,,,,,28087.0,,,28087,,28087.0,28087,
United States,2012-03-01,,,60494,,20.15915298461914,,,,1810,1810,,,,,,,4422,4422,,,0,0,,,,,,,1635,1635,,,7867,7867,,,,,,,,,,,793,793,,,793,793,,,8660,8660,,,,,,,27.801515579223633,27.801515579223633,1810,0,4422,0,0,1635,,0,0,793,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1810,0,4422,0,0,1635,,0,0,793,,,,,3000889.0,,,,,,,,,30922.0,,,30922,,30922.0,30922,
United States,2012-04-01,,,51193,,14.408253860473632,,,,722,722,,,,,,,2443,2443,,,0,0,,,,,,,874,874,,,4039,4039,,,,,,,,,,,1389,1389,,,1389,1389,,,5428,5428,,,,,,,20.201567077636717,20.201567077636717,722,0,2443,0,0,874,,0,0,1389,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,722,0,2443,0,0,874,,0,0,1389,,,,,3552474.0,,,,,,,,,26466.0,,,26466,,26466.0,26466,
United States,2012-05-01,,,31733,,12.895743131637573,,,,107,107,,,,,,,573,573,,,0,0,,,,,,,242,242,,,922,922,,,,,,,,,,,995,995,,,995,995,,,1917,1917,,,,,,,13.755993127822876,13.755993127822876,107,0,573,0,0,242,,0,0,995,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,107,0,573,0,0,242,,0,0,995,,,,,2460791.0,,,,,,,,,13828.0,,,13828,,13828.0,13828,
United States,2012-06-01,,,24753,,10.963733911514282,,,,31,31,,,,,,,175,175,,,0,0,,,,,,,140,140,,,346,346,,,,,,,,,,,601,601,,,601,601,,,947,947,,,,,,,9.14617919921875,9.14617919921875,31,0,175,0,0,140,,0,0,601,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,31,0,175,0,0,140,,0,0,601,,,,,2256451.0,,,,,,,,,10169.0,,,10169,,10169.0,10169,
United States,2012-07-01,,,25698,,9.482234764099122,,,,12,12,,,,,,,184,184,,,0,0,,,,,,,158,158,,,354,354,,,,,,,,,,,213,213,,,213,213,,,567,567,,,,,,,5.936910009384155,5.936910009384155,12,0,184,0,0,158,,0,0,213,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,12,0,184,0,0,158,,0,0,213,,,,,2715049.0,,,,,,,,,9524.0,,,9524,,9524.0,9524,
United States,2012-08-01,,,22528,,9.756520986557007,,,,17,17,,,,,,,216,216,,,0,0,,,,,,,195,195,,,428,428,,,,,,,,,,,105,105,,,105,105,,,533,533,,,,,,,5.904800891876221,5.904800891876221,17,0,216,0,0,195,,0,0,105,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,17,0,216,0,0,195,,0,0,105,,,,,2303159.0,,,,,,,,,9190.0,,,9190,,9190.0,9190,
United States,2012-09-01,,,29135,,11.899927616119385,,,,8,8,,,,,,,104,104,,,0,0,,,,,,,65,65,,,177,177,,,,,,,,,,,173,173,,,173,173,,,350,350,,,,,,,3.174634575843811,3.174634575843811,8,0,104,0,0,65,,0,0,173,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,8,0,104,0,0,65,,0,0,173,,,,,2444733.0,,,,,,,,,11106.0,,,11106,,11106.0,11106,
United States,2012-10-01,,,52082,,13.372855186462402,,,,21,21,,,,,,,595,595,,,0,0,,,,,,,204,204,,,820,820,,,,,,,,,,,588,588,,,588,588,,,1408,1408,,,,,,,5.752255487442016,5.752255487442016,21,0,595,0,0,204,,0,0,588,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,21,0,595,0,0,204,,0,0,588,,,,,3899791.0,,,,,,,,,24132.0,,,24132,,24132.0,24132,
United States,2012-11-01,,,59091,,19.693119049072266,,,,38,38,,,,,,,2219,2219,,,0,0,,,,,,,1264,1264,,,3521,3521,,,,,,,,,,,1355,1355,,,1355,1355,,,4876,4876,,,,,,,16.407097339630127,16.407097339630127,38,0,2219,0,0,1264,,0,0,1355,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,38,0,2219,0,0,1264,,0,0,1355,,,,,3020954.0,,,,,,,,,28498.0,,,28498,,28498.0,28498,
United States,2012-12-01,,,158919,,44.23082237243652,,,,301,301,,,,,,,15152,15152,,,0,0,,,,,,,6556,6556,,,22009,22009,,,,,,,,,,,4855,4855,,,4855,4855,,,26864,26864,,,,,,,34.89803924560547,34.89803924560547,301,0,15152,0,0,6556,,0,0,4855,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,301,0,15152,0,0,6556,,0,0,4855,,,,,3692988.0,,,,,,,,,76123.0,,,76123,,76123.0,76123,
United States,2013-01-01,,,141730,,43.07149314880371,,,,460,460,,,,,,,11282,11282,,,0,0,,,,,,,5870,5870,,,17612,17612,,,,,,,,,,,4390,4390,,,4390,4390,,,22002,22002,,,,,,,30.641435623168945,30.641435623168945,460,0,11282,0,0,5870,,0,0,4390,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,460,0,11282,0,0,5870,,0,0,4390,,,,,3282279.0,,,,,,,,,71175.0,,,71175,,71175.0,71175,
United States,2013-02-01,,,86990,,28.394234657287598,,,,313,313,,,,,,,2919,2919,,,0,0,,,,,,,1844,1844,,,5076,5076,,,,,,,,,,,4213,4213,,,4213,4213,,,9289,9289,,,,,,,20.615721225738525,20.615721225738525,313,0,2919,0,0,1844,,0,0,4213,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,313,0,2919,0,0,1844,,0,0,4213,,,,,3061592.0,,,,,,,,,44624.0,,,44624,,44624.0,44624,
United States,2013-03-01,,,65147,,22.553346633911133,,,,162,162,,,,,,,760,760,,,0,0,,,,,,,620,620,,,1542,1542,,,,,,,,,,,3727,3727,,,3727,3727,,,5269,5269,,,,,,,16.20006561279297,16.20006561279297,162,0,760,0,0,620,,0,0,3727,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,162,0,760,0,0,620,,0,0,3727,,,,,2884212.0,,,,,,,,,32216.0,,,32216,,32216.0,32216,
United States,2013-04-01,,,48902,,13.987145042419433,,,,150,150,,,,,,,375,375,,,0,0,,,,,,,282,282,,,807,807,,,,,,,,,,,1843,1843,,,1843,1843,,,2650,2650,,,,,,,9.78537540435791,9.78537540435791,150,0,375,0,0,282,,0,0,1843,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,150,0,375,0,0,282,,0,0,1843,,,,,3488913.0,,,,,,,,,26154.0,,,26154,,26154.0,26154,
United States,2013-05-01,,,27794,,11.591796875,,,,50,50,,,,,,,92,92,,,0,0,,,,,,,95,95,,,237,237,,,,,,,,,,,495,495,,,495,495,,,732,732,,,,,,,5.118133187294006,5.118133187294006,50,0,92,0,0,95,,0,0,495,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,50,0,92,0,0,95,,0,0,495,,,,,2395732.0,,,,,,,,,14174.0,,,14174,,14174.0,14174,
